,Event Title,Fighter A,Fighter B,Winner,Odds A,Odds B,Underdog,Favorite
1104,UFC Fight Night - Dos Anjos vs. Alvarez,Alan Jouban,Belal Muhammad,Alan Jouban,1.91,2.2,Belal Muhammad,Alan Jouban
1105,UFC Fight Night - Dos Anjos vs. Alvarez,Joseph Duffy,Mitch Clarke,Joseph Duffy,1.3,4.55,Mitch Clarke,Joseph Duffy
1106,UFC Fight Night - Dos Anjos vs. Alvarez,Mike Pyle,Alberto Mina,Alberto Mina,1.87,2.05,Alberto Mina,Mike Pyle
1107,UFC Fight Night - Dos Anjos vs. Alvarez,John Makdessi,Mehdi Baghdad,John Makdessi,1.77,2.2,Mehdi Baghdad,John Makdessi
1108,UFC Fight Night - Dos Anjos vs. Alvarez,Anthony Birchak,Dileno Lopes,Anthony Birchak,1.46,3.05,Dileno Lopes,Anthony Birchak
1109,UFC Fight Night - Dos Anjos vs. Alvarez,Russell Doane,Pedro Munhoz,Pedro Munhoz,3,1.5,Russell Doane,Pedro Munhoz
1110,UFC Fight Night - Dos Anjos vs. Alvarez,Felipe Arantes,Jerrod Sanders,Felipe Arantes,1.67,2.45,Jerrod Sanders,Felipe Arantes
1111,UFC Fight Night - Dos Anjos vs. Alvarez,Gilbert Burns,Lukasz Sajewski,Gilbert Burns,1.44,3.3,Lukasz Sajewski,Gilbert Burns
1112,UFC Fight Night - Dos Anjos vs. Alvarez,Reginaldo Vieira,Marco Beltran,Marco Beltran,1.8,2.2,Marco Beltran,Reginaldo Vieira
1113,UFC Fight Night - Dos Anjos vs. Alvarez,Alvaro Herrera,Vicente Luque,Vicente Luque,4.45,1.28,Alvaro Herrera,Vicente Luque
1114,UFC - The Ultimate Fighter 23 Finale,Joanna Jedrzejczyk,Claudia Gadelha,Joanna Jedrzejczyk,1.83,2.1,Claudia Gadelha,Joanna Jedrzejczyk
1115,UFC - The Ultimate Fighter 23 Finale,Andrew Sanchez,Khalil Rountree,Andrew Sanchez,1.61,2.56,Khalil Rountree,Andrew Sanchez
1116,UFC - The Ultimate Fighter 23 Finale,Tatiana Suarez,Amanda Cooper,Tatiana Suarez,1.28,4.36,Amanda Cooper,Tatiana Suarez
1117,UFC - The Ultimate Fighter 23 Finale,Ross Pearson,Will Brooks,Will Brooks,4.4,1.29,Ross Pearson,Will Brooks
1118,UFC - The Ultimate Fighter 23 Finale,Doo Ho Choi,Thiago Tavares,Doo Ho Choi,1.51,2.95,Thiago Tavares,Doo Ho Choi
1119,UFC - The Ultimate Fighter 23 Finale,Andrew Holbrook,Joaquim Silva,Joaquim Silva,2.08,1.85,Andrew Holbrook,Joaquim Silva
1120,UFC - The Ultimate Fighter 23 Finale,Fernando Bruno,Gray Maynard,Gray Maynard,2.48,1.64,Fernando Bruno,Gray Maynard
1121,UFC - The Ultimate Fighter 23 Finale,John Moraga,Matheus Nicolau,Matheus Nicolau,1.69,2.5,Matheus Nicolau,John Moraga
1122,UFC - The Ultimate Fighter 23 Finale,Cory Hendricks,Josh Stansbury,Josh Stansbury,2.28,1.77,Cory Hendricks,Josh Stansbury
1123,UFC - The Ultimate Fighter 23 Finale,Cezar Ferreira,Anthony Smith,Cezar Ferreira,2.25,1.76,Cezar Ferreira,Anthony Smith
1124,UFC - The Ultimate Fighter 23 Finale,Jake Matthews,Kevin Lee,Kevin Lee,1.74,2.26,Kevin Lee,Jake Matthews
1125,UFC - The Ultimate Fighter 23 Finale,Li Jingliang,Anton Zafir,Li Jingliang,1.32,3.84,Anton Zafir,Li Jingliang
