Event Title,Underdog,Favorite,Winner,height_delta,reach_delta,SLPM_delta,Str Acc_delta,SApm_delta,Str. Def_delta,TD Avg_delta,TD Acc_delta,TD Def_delta,Sub Avg_delta,age_delta,Odds_Delta
UFC 257,Amir Albazi,Zhalgas Zhumagulov,Underdog,1,2,-2.44,-0.04,-2.79,0.11,0.41,0.14,-0.35,0.5,-5,0.16
UFC FN,Alistair Overeem,Alexander Volkov,Favorite,-3,0,-1.43,0.07,-0.56,0.03,0.93,-0.08,0,0.6,9,1.07
UFC FN,Frankie Edgar,Cory Sandhagen,Favorite,5,2,1.56,0.04,0.58,-0.07,-0.93,0.02,-0.01,0,-10,-3.22
UFC FN,Clay Guida,Michael Johnson,Underdog,3,3,1.63,0.06,0.82,-0.04,-2.51,0.05,0.14,-0.6,-5,-1.36
UFC FN,Manel Kape,Alexandre Pantoja,Favorite,0,-1,-0.71,-0.05,-0.54,-0.09,1.96,0.1,-0.09,0.4,4,-0.36
UFC FN,Beneil Dariush,Carlos Diego Ferreira,Underdog,-1,2,1.26,-0.09,0.78,-0.01,-0.94,-0.04,-0.2,-0.3,4,-0.19
UFC FN,Danilo Marques,Mike Rodriguez,Underdog,-2,5,2.91,-0.26,1.72,-0.11,-3.93,-0.28,0.37,-0.8,-3,-1.67
UFC FN,Justin Jaynes,Devonte Smith,Favorite,2,8,1.21,0.09,-1.42,-0.13,-0.4,-0.15,0.65,-0.8,-4,-2.58
UFC FN,Joselyne Edwards,Karol Rosa,Favorite,3,3,-1.63,-0.04,-1.42,0.01,-0.22,-0.12,-0.04,0.3,-1,1.69
UFC FN,Lara Fritzen Procopio,Molly McCann,Underdog,0,-5,0.15,-0.09,-1.56,0.16,-1.33,-0.09,-0.07,0.3,6,-0.75
UFC FN,Seung Woo Choi,Youssef Zalal,Underdog,-2,-2,-0.6,0.11,-1.29,0.18,1.41,-0.2,-0.09,1.3,-4,1.57
UFC FN,Martin Day,Timur Valiev,Favorite,4,6,-1.22,-0.08,0.46,0.08,-1.01,0.2,0.1,0.2,1,2.56
UFC FN,Jerome Rivera,Ode Osbourne,Favorite,-3,1,0.25,0.05,1.84,-0.07,1.27,0.27,0.24,0.2,3,-1.4
UFC Fight Night 185,Derrick Lewis,Curtis Blaydes,Underdog,1,1,1.05,0,-0.65,0.19,5.15,0.27,-0.21,0,-6,-3.1
UFC Fight Night 185,Yana Santos,Ketlen Vieira,Underdog,2,0,-1.12,-0.15,0.89,0.01,0.4,-0.09,0.5,0.5,-2,-1.92
UFC Fight Night 185,Darrick Minner,Charles Rosa,Underdog,2,0,0.45,-0.29,1.58,0.12,-0.73,-0.37,-0.28,-1.7,3,-1.13
UFC Fight Night 185,Aleksei Oleinik,Chris Daukaus,Favorite,-1,4,-2.76,-0.02,-0.84,-0.11,1.82,0.46,-0.63,1.9,12,0.9
UFC Fight Night 185,Nassourdine Imavov,Phil Hawes,Favorite,3,-2,-0.8,-0.05,-0.46,0.06,-1.24,-0.03,-0.14,1.3,-6,0.25
UFC Fight Night 185,Andrei Arlovski,Tom Aspinall,Favorite,-2,-1,-3.94,-0.21,0.43,-0.09,-3.08,-0.64,-0.24,-1.5,14,1.69
UFC Fight Night 185,Jared Gordon,Danny Chavez,Underdog,-1,-1,-2.53,-0.19,0.43,-0.07,0,0.2,0.25,0,2,-0.48
UFC Fight Night 185,Eddie Wineland,John Castaneda,Favorite,1,-2,-1.39,-0.21,-1.23,0.12,-1.58,-0.04,0.15,-0.1,7,0.3
UFC Fight Night 185,Nate Landwehr,Julian Erosa,Favorite,4,2,-0.11,0.02,0.54,-0.08,0.63,0.05,-0.28,-0.2,-1,-0.09
UFC Fight Night 185,Shana Dobson,Casey O'Neill,Favorite,0,0,-5.07,-0.17,-1.1,-0.06,-0.93,0.12,-0.52,-0.7,9,0.59
UFC Fight Night 185,Aiemann Zahabi,Drako Rodriguez,Underdog,0,-1,0.06,0.07,-0.79,0.13,-2.73,-0.5,0.04,-0.7,9,1
UFC Fight Night 185,Jared Vanderaa,Sergey Spivak,Favorite,-1,-2,-1.42,0.05,-1.88,0.04,4.38,0.14,0.5,0.5,-3,-1.63
UFC Fight Night 186,Jairzinho Rozenstruik,Ciryl Gane,Favorite,-2,-3,-2.05,-0.11,0.59,-0.16,-0.58,-0.21,0.25,-0.5,2,1.82
UFC Fight Night 186,Nikita Krylov,Magomed Ankalaev,Favorite,0,2,0.74,0.02,0.22,-0.15,1.27,0.07,-0.33,1.4,1,2.56
UFC Fight Night 186,Pedro Munhoz,Jimmie Rivera,Underdog,2,-3,1.29,0.03,2.33,-0.04,-0.37,-0.09,-0.1,0.4,3,0.59
UFC Fight Night 186,Kevin Croom,Alex Caceres,Favorite,-1,0,1.56,0.15,-0.01,0.21,0.06,0.63,0.34,0.2,-1,-1.07
UFC Fight Night 186,Thiago Moises,Alexander Hernandez,Underdog,0,2,1.86,0.01,0.47,0,-0.58,-0.13,0.03,-1.2,2,-1.5
UFC Fight Night 186,Alexis Davis,Sabina Mazo,Underdog,-1,-2,-1.47,0.06,0.1,-0.03,0.3,-0.36,-0.25,0.5,12,1.29
UFC Fight Night 186,Vince Cachero,Ronnie Lawrence,Favorite,-2,0,0.51,-0.11,4.76,-0.09,-6.75,-0.77,-0.27,0.3,3,0.85
UFC Fight Night 186,Maxim Grishin,Dustin Jacoby,Favorite,0,-2,2.27,-0.05,1.8,-0.01,0.15,0.09,-0.06,0,-4,-0.98
UFC 259,Jan Blachowicz,Israel Adesanya,Underdog,2,2,0.52,-0.02,0.2,0.03,-1.04,-0.36,0.09,-0.2,-7,-1.6
UFC 259,Megan Anderson,Amanda Nunes,Favorite,-4,-3,2.79,0.05,-0.73,0.2,2.21,0.29,0.29,0.2,1,-6.86
UFC 259,Aljamain Sterling,Petr Yan,Underdog,0,-4,0.53,0.01,2.06,0,-0.58,0.24,0.4,-0.6,-3,-0.07
UFC 259,Drew Dober,Islam Makhachev,Favorite,2,0,-1.88,0.2,-2.96,0.1,2.46,0.42,0.34,0.9,-3,-2.96
UFC 259,Thiago Santos,Aleksandar Rakic,Favorite,-2,-2,-0.54,-0.02,-0.23,0.03,0.12,0.08,-0.2,0,8,0.76
UFC 259,Dominick Cruz,Casey Kenney,Underdog,1,0,-0.94,-0.09,-2.06,0.12,1.73,0.07,0.22,-0.3,6,0.37
UFC 259,Kyler Phillips,Yadong Song,Underdog,0,-5,-1.23,-0.02,0.58,-0.06,-1.75,-0.06,-0.03,-0.3,-2,-0.76
UFC 259,Joseph Benavidez,Askar Askarov,Favorite,-2,-2,0.47,-0.2,-0.13,0.04,-1.19,0.06,-0.04,0.2,8,0.29
UFC 259,Rogerio Bontorin,Kai Kara-France,Favorite,1,-2,-1.94,0.13,0.03,-0.15,2.27,0.27,-0.37,1,1,0.42
UFC 259,Tim Elliott,Jordan Espinosa,Underdog,1,-3,-0.83,-0.08,-0.28,-0.01,2.98,0.19,-0.11,0.8,3,0.12
UFC 259,Kennedy Nzechukwu,Carlos Ulberg,Underdog,-1,-6,2.28,0.14,-1.3,0.02,0.35,0.3,-0.05,0.1,2,-1.74
UFC 259,Jake Matthews,Sean Brady,Favorite,-1,-1,0.47,0.08,0.99,0.01,1.7,0.17,0.25,0.6,2,-1.29
UFC 259,Livia Renata Souza,Amanda Lemos,Favorite,1,2,1.68,0.09,0.61,-0.12,-1.56,0.18,0.17,-0.7,4,1.57
UFC 259,Aalon Cruz,Uros Medic,Favorite,1,-7,-2.07,0.21,-5.7,0,0.38,0.5,0.55,0,-3,-0.82
UFC 259,Trevin Jones,Mario Bautista,Underdog,2,-1,3.56,0.11,-0.3,0.14,1.63,0.29,0.06,0.8,-3,-1.55
UFC 260,Stipe Miocic,Francis Ngannou,Favorite,0,-3,2.49,0.12,1.66,0.13,1.1,-0.28,-0.03,-0.3,4,0.48
UFC 260,Tyron Woodley,Vicente Luque,Favorite,-2,-1,-2.71,-0.04,-2.45,0.02,0.06,-0.13,0.25,-0.2,10,1.71
UFC 260,Thomas Almeida,Sean O'Malley,Favorite,-4,-2,-2.79,-0.18,1.41,-0.01,-0.18,-0.28,0.13,-0.3,3,2.42
UFC 260,Gillian Robertson,Miranda Maverick,Favorite,2,-2,-1.19,-0.01,0.52,-0.03,0.04,-0.03,0.03,0.6,3,0.83
UFC 260,Jamie Mullarkey,Khama Worthy,Underdog,1,0,0.21,-0.02,0.08,0.07,2.31,0.34,0.21,-0.6,-8,0.29
UFC 260,Fabio Cherant,Alonzo Menifield,Favorite,1,-2,-2.57,-0.17,1.32,-0.11,-0.67,-0.33,-0.75,-0.3,-7,2.34
UFC 260,Jared Gooden,Abubakar Nurmagomedov,Favorite,-1,-5,-2.3,0.04,-4.07,0.17,0.58,-0.78,0.23,-0.2,4,-1.62
UFC 260,Modestas Bukauskas,Michal Oleksiejczuk,Favorite,-3,-4,1.78,0.09,0.39,0.11,0.75,0.44,-0.23,0,-1,-0.94
UFC 260,Shane Young,Omar Morales,Favorite,3,1,-1.77,0,-2.28,0.06,-0.17,0.82,-0.01,0,8,-1.2
UFC 260,Abu Azaitar,Marc-Andre Barriault,Favorite,-4,2,-1.81,-0.04,-1.35,-0.01,0.78,0.12,-0.25,-0.1,4,0.26
UFC FN,Dominick Reyes,Jiri Prochazka,Favorite,1,-3,-1,-0.06,-1.66,0.07,-0.43,-0.32,0.12,0.1,3,0.34
UFC FN,Cub Swanson,Giga Chikadze,Favorite,-4,-4,0.62,0.07,0.4,-0.03,0.86,0.19,-0.08,0.2,5,0.89
UFC FN,Krzysztof Jotko,Sean Strickland,Favorite,0,-1,2.93,-0.01,2.1,0.05,-0.48,0.25,-0.05,0.1,-1,-1.73
UFC FN,Cody Stamann,Merab Dvalishvili,Favorite,0,4,0.11,-0.06,-1.26,-0.05,4.09,-0.03,0.04,0.3,-1,-1.71
UFC FN,Randa Markos,Luana Pinheiro,Favorite,2,1,-0.6,0.03,-1.07,-0.05,-1.12,-0.05,-0.14,0,7,0.94
UFC FN,T.J. Brown,Kai Kamaka,Underdog,-2,-3,1.59,0.13,2.4,0.06,-1.48,0.01,0.16,-1,-5,-0.77
UFC FN,Luana Carolina,Poliana Botelho,Underdog,2,-2,-1.73,0.09,-0.83,0.05,0.47,0.15,0,-0.6,5,-1.73
UFC FN,Sam Hughes,Loma Lookboonmee,Favorite,-4,-3,0.07,0.12,-2.03,-0.03,0.94,0.2,0.15,0.1,-3,-3
UFC FN,Felipe Colares,Luke Sanders,Underdog,2,2,-4.44,-0.07,0.28,-0.14,1.17,-0.06,-0.29,0.3,-8,0.66
UFC 262,Michael Chandler,Charles Oliveira,Favorite,2,3,-1.5,0.07,-1.38,0.05,0,0.02,-0.16,1.9,-4,-0.38
UFC 262,Tony Ferguson,Beneil Dariush,Favorite,1,4,1.16,-0.03,1.76,-0.02,-1.51,0.01,-0.13,0,5,1.03
UFC 262,Rogerio Bontorin,Matt Schnell,Underdog,-3,-3,-1.6,0.14,-1.29,-0.05,2.31,0.16,0.01,0,-2,0.79
UFC 262,Viviane Araujo,Katlyn Chookagian,Favorite,5,0,0.47,-0.13,-0.48,0.06,-1.45,-0.25,-0.28,-0.3,-2,-0.49
UFC 262,Edson Barboza,Shane Burgos,Underdog,0,0,3.29,0.08,2.13,0,-0.02,-0.06,0.19,0.3,-5,-0.41
UFC 262,Andre Muniz,Ronaldo Souza,Underdog,0,-6,0.56,-0.03,0.84,0.08,-1.66,-0.11,0.22,0.1,10,-0.07
UFC 262,Lando Vannata,Mike Grundy,Underdog,-2,1,-2.43,0,-0.31,0.01,2.97,-0.09,-0.19,0.1,5,-0.22
UFC 262,Jamie Pickett,Jordan Wright,Favorite,0,-3,1.45,0.09,2.41,-0.19,0.83,0.05,0.33,0.3,-3,-0.01
UFC 262,Andrea Lee,Antonina Shevchenko,Underdog,-2,2,0.83,-0.09,0.83,0.1,1.42,0.16,0.02,0.2,-4,0.28
UFC 262,Priscila Cachoeira,Gina Mazany,Underdog,-1,3,-0.03,0.06,-3.51,0.07,4.19,0.19,-0.32,0.2,0,-1.35
UFC 262,Kevin Aguilar,Tucker Lutz,Favorite,-1,1,0.22,-0.06,1.56,0.08,-1.83,-0.28,0.09,-0.2,6,0.17
UFC 262,Sean Soriano,Christos Giagos,Favorite,1,1,-0.15,-0.2,1.07,-0.06,1.51,-0.19,0,0.4,0,-1.41
UFC FN,Cody Garbrandt,Rob Font,Favorite,0,6,2.55,0.05,-0.11,-0.04,-0.14,0.01,-0.34,0.3,4,-0.03
UFC FN,Carla Esparza,Yan Xiaonan,Underdog,4,0,2.81,0.04,0.97,0.03,-2.22,0.38,0.15,-0.3,-2,-0.21
UFC FN,Jared Vanderaa,Justin Tafa,Underdog,-4,-6,-0.87,0.1,-0.65,0.02,-0.18,-0.5,0.3,0,-2,-1.02
UFC FN,Norma Dumont,Felicia Spencer,Underdog,-1,1,0.1,-0.01,2.65,-0.21,-0.73,-0.5,-0.45,0.2,0,-0.77
UFC FN,Ricardo Ramos,Bill Algeo,Underdog,-3,-1,-2.95,-0.15,-0.78,0.1,2.16,0.14,0.16,0.6,-6,0.24
UFC FN,Edmen Shahbazyan,Jack Hermansson,Favorite,-1,2,1.49,-0.08,-0.4,0.11,-0.71,-0.08,0.17,-0.2,9,-0.71
UFC FN,Chris Barnett,Ben Rothwell,Favorite,7,3,-0.7,-0.06,-1.24,0.07,0.68,0.34,0.37,0.4,5,-2.3
UFC FN,Claudio Silva,Court McGee,Favorite,0,-4,-2.12,0.05,-0.62,-0.15,1.01,0.01,-0.25,0.7,2,0.04
UFC FN,Victor Rodriguez,Bruno Silva,Favorite,-1,-2,1.46,0.09,-3.02,0.09,2.57,0.3,0.64,0.3,3,-2.53
UFC FN,Victor Rodriguez,Bruno Silva,Favorite,7,7,2.53,0.12,-0.66,-0.09,0.93,0.27,0.73,0,3,-2.53
UFC FN,Yilan Sha,Joshua Culibao,Favorite,2,4,0.92,-0.03,0.3,0.06,-2.9,-0.33,0.27,0.3,0,-1.75
UFC FN,Rafael Alves,Damir Ismagulov,Favorite,2,6,1.51,-0.06,-0.86,0.03,0.71,0.03,0.26,-1.5,0,-4.31
UFC 263,Marvin Vettori,Israel Adesanya,Favorite,4,6,-0.63,0.03,-1.13,0,-1.61,-0.31,0.08,-0.4,4,-1.85
UFC 263,Brandon Moreno,Deiveson Figueiredo,Underdog,-2,-2,-0.86,0.11,-0.25,-0.09,-0.09,-0.04,-0.05,1.2,6,-1.55
UFC 263,Nate Diaz,Leon Edwards,Favorite,-2,2,1.82,-0.08,1.43,-0.02,-0.2,-0.04,-0.29,0.9,7,4.5
UFC 263,Demian Maia,Belal Muhammad,Favorite,2,0,-2.75,0,-1.57,0.06,0.51,-0.11,-0.32,0.8,11,1.72
UFC 263,Paul Craig,Jamahal Hill,Underdog,-1,-3,-4.73,-0.08,-0.54,-0.02,1.68,0.2,-0.36,1.6,3,2.18
UFC 263,Brad Riddell,Drew Dober,Underdog,1,-1,-0.37,-0.13,0.7,-0.02,-1.06,-0.18,-0.07,0.1,3,-0.49
UFC 263,Darren Stewart,Eryk Anders,Favorite,-1,-1,-0.36,-0.02,-0.88,-0.02,-0.04,0.19,-0.12,0,-4,0.64
UFC 263,Lauren Murphy,Joanne Wood,Underdog,-1,2,-3.05,-0.12,0.36,0.04,-0.49,-0.3,0.11,-0.2,2,0.63
UFC 263,Hakeem Dawodu,Movsar Evloev,Favorite,1,1,1.02,0.02,0.48,-0.05,-4.75,-0.46,-0.06,-0.2,2,1.57
UFC 263,Alexis Davis,Pannie Kianzad,Favorite,1,-2,0.11,0,-0.78,-0.01,-0.49,-0.11,0.32,-0.6,-7,-1.26
UFC 263,Terrance McKinney,Matt Frevola,Underdog,-1,-2,-0.82,-0.08,0.94,0.14,-0.86,0.04,-0.43,-0.1,4,-1.87
UFC 263,Chase Hooper,Steven Peterson,Favorite,-3,-4,-0.32,-0.12,2.61,0.17,-0.03,0.02,0.09,-1.6,9,-0.13
UFC 263,Luigi Vendramini,Fares Ziam,Favorite,5,2,-0.12,0.08,-2.1,0.08,-0.3,0.08,-0.33,-0.4,-1,-0.42
UFC 263,Jake Collier,Carlos Felipe,Favorite,-3,-3,-0.92,0.01,0.52,0,-0.71,-0.33,0.05,-0.6,-6,-0.93
UFC FN,Thiago Moises,Islam Makhachev,Favorite,1,0,-0.01,0.2,-2.92,0.06,1.53,0.16,0.34,-0.3,3,-4.73
UFC FN,Marion Reneau,Miesha Tate,Favorite,0,-3,-0.58,0.04,-0.54,-0.08,1.4,-0.32,0.05,0.5,-9,-0.46
UFC FN,Jeremy Stephens,Mateusz Gamrot,Favorite,1,-1,-0.08,0.11,0.02,0.01,4.12,-0.03,0.25,-0.3,-4,-1.45
UFC FN,Dustin Stoltzfus,Rodolfo Vieira,Favorite,0,-2,-0.3,0.1,1.31,0.01,1.78,-0.1,0.54,0.9,2,-1.53
UFC FN,Billy Quarantillo,Gabriel Benitez,Underdog,2,-1,2.1,0.15,1.08,-0.2,1.02,-0.27,0.06,0.2,0,1.07
UFC FN,Preston Parsons,Daniel Rodriguez,Favorite,2,3,3.47,-0.05,2.1,0.05,-3.68,0.07,-0.17,-3,9,-1.85
UFC FN,Montserrat Ruiz,Amanda Lemos,Favorite,4,4,2.64,0.27,-0.75,0.07,-1.07,-0.2,0.24,-0.1,6,-3.93
UFC FN,Sergey Morozov,Khalid Taha,Underdog,-1,2,-0.37,-0.11,1.15,-0.15,-3.63,-0.31,-0.07,0.2,-2,-0.83
UFC FN,Malcolm Gordon,Francisco Figueiredo,Underdog,-1,-3,-0.46,0.16,0.59,0.18,0.79,0.4,0.5,-0.6,0,-2.32
UFC FN,Kelvin Gastelum,Jared Cannonier,Favorite,-2,-6,-1.13,-0.11,-0.9,-0.01,0.52,-0.12,-0.04,0.1,-8,0.48
UFC FN,Clay Guida,Mark O. Madsen,Favorite,1,2,0.92,0.16,0.96,-0.09,-0.27,0.3,-0.05,-0.6,-3,0.77
UFC FN,Parker Porter,Chase Sherman,Underdog,4,3,-0.51,-0.05,0.33,0.01,-1.26,0.24,0.08,-0.5,-5,-1.07
UFC FN,Saidyokub Kakhramonov,Trevin Jones,Underdog,1,-1,-0.08,0.14,-3.41,0.19,6.01,0.33,0.23,1.7,-5,0.68
UFC FN,Austin Hubbard,Vinc Pichel,Favorite,0,1,-0.49,0.01,-0.69,-0.01,1.03,0.04,-0.4,0.2,9,-0.34
UFC FN,Brandon Royval,Alexandre Pantoja,Favorite,-4,-1,0.08,0.13,0.55,0.04,2.14,-0.13,0.28,-0.3,3,-0.83
UFC FN,Austin Lingo,Luis Saldana,Underdog,1,3,1.3,0.13,-1.21,0.03,0.21,-0.49,-0.31,0.2,4,-0.13
UFC FN,Domingo Pilarte,Brian Kelleher,Favorite,-6,-7,2.08,-0.06,1.68,0.14,0.54,-0.01,0.06,-0.1,3,-0.88
UFC FN,Josiane Nunes,Bea Malecki,Underdog,7,7,0.85,0.02,1.71,0.09,0,0,0.2,1.1,2,-0.71
UFC FN,Fabio Cherant,William Knight,Favorite,-3,-1,1.27,0.16,-1.59,-0.03,1.78,0.4,0.48,0.4,7,-0.9
UFC FN,Ignacio Bahamondes,Roosevelt Roberts,Underdog,-1,-2,-4.1,-0.02,-1.26,-0.05,1.39,0.29,-0.33,0.5,4,-0.75
UFC FN,Sasha Palatnikov,Ramiz Brahimaj,Favorite,-3,0,-4.95,-0.12,-1.75,-0.07,0.89,-0.65,-0.26,1.6,-4,-0.81
UFC FN,Giga Chikadze,Edson Barboza,Underdog,-1,1,0.03,0.01,1.21,-0.06,0.22,0.17,0.03,-0.1,3,-0.24
UFC FN,Gilbert Urbina,Bryan Battle,Favorite,-2,2,-1.09,-0.06,-0.87,0,-1.89,-0.16,0.47,-0.2,1,-1.03
UFC FN,Brady Hiestand,Ricky Turcios,Favorite,1,0,2.15,-0.15,0.05,0.02,-3.06,-0.21,0.03,-0.1,5,-0.7
UFC FN,Daniel Rodriguez,Kevin Lee,Underdog,4,-3,3.42,0.08,1.68,0.06,-2.56,0.07,-0.12,-0.7,6,0.56
UFC FN,Micheal Gillmore,Andre Petroski,Favorite,1,1,1.46,-0.08,0.06,0.08,4.32,0.54,0.3,2.3,-5,-4.3
UFC FN,Gerald Meerschaert,Makhmud Muradov,Underdog,-1,2,-1.03,0.02,0.8,-0.08,-0.86,-0.28,-0.43,1.4,2,5.33
UFC FN,Abdul Razak Alhassan,Alessio Di Chirico,Underdog,-2,-1,0.05,0.09,0.55,-0.06,-0.57,-0.01,-0.33,0.2,4,1.67
UFC FN,Sam Alvey,Wellington Turman,Favorite,2,3,0.05,-0.07,-0.54,0.07,-1.49,-0.06,0.4,-0.7,11,0.29
UFC FN,Darren Stewart,Dustin Jacoby,Favorite,3,2,2.48,0.02,0.78,0.09,-1.39,-0.2,-0.07,-0.1,3,-1.24
UFC FN,Vanessa Demopoulos,J.J. Aldrich,Favorite,3,8,-0.1,0.05,-1.31,0.19,0.24,0.12,0.36,-0.6,-4,3.27
UFC FN,Pat Sabatini,Jamall Emmers,Underdog,-2,-4,-3.28,0.11,-2.51,-0.08,1.9,0.02,-0.4,1.7,-1,0.58
UFC FN,Guido Cannetti,Mana Martinez,Favorite,4,2,0.89,-0.07,2.1,-0.01,-1.55,-0.13,-0.39,0.1,-16,-2.02
UFC FN,Derek Brunson,Darren Till,Underdog,-1,-3,-1.21,-0.01,0.26,0.05,-2.59,0.13,-0.16,-0.6,-9,-0.95
UFC FN,Sergey Spivak,Tom Aspinall,Favorite,2,0,4.18,0.17,-1.02,0.17,-1.1,0.36,0.3,1.2,2,-1.72
UFC FN,David Zawada,Alex Morono,Favorite,1,3,-1.03,0.01,0.38,-0.03,0.65,0.11,0.02,1.3,0,0.68
UFC FN,Khalil Rountree,Modestas Bukauskas,Underdog,2,2,-0.56,0.02,-0.31,0,0,0,0.13,-0.1,-4,0.64
UFC FN,Luigi Vendramini,Paddy Pimblett,Favorite,-2,0,-2.31,-0.12,0.12,0.16,0.13,-0.1,0.44,-1,-1,0.51
UFC FN,Molly McCann,Ji Yeon Kim,Underdog,-3,-10,0.42,0.13,-0.47,0.07,1.82,0.38,-0.07,0.5,0,0.12
UFC FN,Liudvik Sholinian,Jack Shore,Favorite,-2,0,1.25,0.28,-3.35,0.01,3.1,0.38,0.1,0.7,-5,-3.78
UFC FN,Julian Erosa,Charles Jourdain,Underdog,-4,-5,-0.58,0,-1.98,0.1,-1.54,-0.36,-0.1,-0.2,-6,-1.07
UFC FN,Dalcha Lungiambula,Marc-Andre Barriault,Favorite,-5,2,-3.12,-0.02,-1.74,0,1.92,0.2,0.1,-0.1,2,0.8
UFC 266,Brian Ortega,Alex Volkanovski,Favorite,-2,2,2.09,0.18,-3.1,0.09,0.61,0.1,0.13,-1,2,-1.05
UFC 266,Lauren Murphy,Valentina Shevchenko,Favorite,0,-1,-0.77,0.13,-3.14,0.07,1.53,0.38,0.02,0.3,-4,-9.72
UFC 266,Nick Diaz,Robbie Lawler,Favorite,-2,-2,-1.86,0.05,0.83,0,-0.63,0.32,0.05,-1,2,-0.68
UFC 266,Jairzinho Rozenstruik,Curtis Blaydes,Favorite,2,2,0.09,0.01,-0.95,0.12,5.72,0.53,-0.44,0,-3,-2.42
UFC 266,Cynthia Calvillo,Jessica Andrade,Favorite,-3,-2,2.21,0.12,1.25,-0.09,0.57,0.11,-0.05,-0.5,-4,-1.82
UFC 266,Marlon Moraes,Merab Dvalishvili,Favorite,0,-1,-1.13,-0.01,2.16,-0.03,-5.56,0.05,-0.34,0,3,1.66
UFC 266,Nasrat Haqparast,Daniel Hooker,Favorite,2,3,-0.7,0.04,-0.49,-0.13,0.48,0.14,0.02,0.4,6,-0.62
UFC 266,Shamil Abdurakhimov,Chris Daukaus,Favorite,0,0,-3.64,-0.06,-1.62,0,1.01,0.23,-0.55,0.1,8,1.24
UFC 266,Roxanne Modafferi,Taila Santos,Favorite,1,1,-0.04,-0.18,3.06,-0.07,-0.65,-0.53,-0.56,-1,11,3.3
UFC 266,Jalin Turner,Uros Medic,Underdog,-2,-6,-0.09,0.12,-1.39,0.17,-0.41,-0.05,-0.19,-1.1,2,-0.19
UFC 266,Cody Brundage,Nick Maximov,Favorite,0,4,0.31,-0.09,0.34,0.03,1.83,-0.07,-0.33,-0.7,-4,-0.44
UFC 266,Martin Sano,Matt Semelsberger,Favorite,2,0,-0.22,0.1,-7.79,0.14,1.02,0.57,0.45,0.4,-1,-3.78
UFC 266,Jonathan Pearce,Omar Morales,Underdog,-1,2,-1.9,-0.14,-0.25,0.04,-4.78,0.5,0.05,-0.8,6,-0.8
UFC FN,Johnny Walker,Thiago Santos,Favorite,-4,-6,-0.09,-0.05,-0.26,0.09,0.42,-0.67,0.08,-0.8,8,-0.83
UFC FN,Alex Oliveira,Niko Price,Favorite,1,0,2.47,-0.09,3.05,0.02,-1.65,-0.18,0.01,0.1,-2,-0.73
UFC FN,Misha Cirkunov,Krzysztof Jotko,Favorite,2,0,0.88,0.09,0.83,0,2.82,0,-0.06,1.6,3,0.72
UFC FN,Jared Gordon,Joe Solecki,Underdog,0,2,-3.18,-0.01,-1.87,-0.05,0.7,0.1,-0.12,1.5,-5,-0.45
UFC FN,Antonina Shevchenko,Casey O'Neill,Favorite,2,-2,-4.55,0.01,-3.37,-0.04,-1.34,0.04,-0.13,-0.3,13,1.38
UFC FN,Bethe Correia,Karol Rosa,Favorite,0,3,1.97,0.13,-0.15,-0.07,0.83,0.27,-0.17,0,-11,-3.49
UFC FN,Jamie Mullarkey,Devonte Smith,Underdog,3,-2,-0.16,-0.07,0.62,0.04,1.96,0.09,-0.07,-0.2,-1,0.67
UFC FN,Shanna Young,Stephanie Egger,Favorite,1,-3,0.98,0.01,2.4,-0.09,-2.48,-0.42,0.03,0,-2,0.2
UFC FN,Johnny Eduardo,Alejandro Perez,Favorite,-1,-4,0.5,-0.04,-0.04,-0.02,0.32,0.02,0.12,-0.1,-11,-1.48
UFC FN,Paulo Costa,Marvin Vettori,Favorite,1,-2,1.64,0.13,2.14,-0.09,-1.21,0.3,0.11,-0.5,3,1.08
UFC FN,Joselyne Edwards,Jessica-Rose Clark,Favorite,-3,-6,-0.98,-0.01,0.15,0.08,0.66,0.09,-0.02,0,8,-0.76
UFC FN,Alex Caceres,Seung Woo Choi,Underdog,2,1,-0.73,-0.11,-0.07,-0.15,0.33,-0.14,0.05,-0.7,-4,2.07
UFC FN,Dwight Grant,Francisco Trinaldo,Favorite,-4,-6,-0.16,0.09,0.01,0,0.37,-0.58,-0.06,0.5,6,-0.45
UFC FN,Ike Villanueva,Nick Negumereanu,Favorite,-1,5,-0.08,0.03,-1.68,0.03,0.42,-0.22,-0.38,0,-11,-1.61
UFC FN,Jun Yong Park,Gregory Rodrigues,Favorite,5,2,1.55,0.05,2,-0.02,0.63,-0.05,0.43,-0.6,-1,0.39
UFC FN,David Onama,Mason Jones,Favorite,-1,0,0.57,-0.04,-0.16,-0.06,2.49,0.28,0.28,-0.5,0,-3.24
UFC FN,Maria Oliveira,Tabatha Ricci,Favorite,-5,-8,-0.75,-0.01,-0.82,0.16,2.04,-0.09,0.3,0.2,2,-1.88
UFC FN,Jamie Pickett,Laureano Staropoli,Underdog,-1,-9,0.66,-0.13,0.11,0.04,-0.43,-0.14,-0.19,-0.1,-4,-1.48
UFC FN,Khama Worthy,Jai Herbert,Favorite,-2,-3,1.49,0.07,1.3,0.01,-0.2,-0.1,0,0.7,1,0.99
UFC FN,Daniel Lacerda,Jeff Molina,Favorite,0,-1,3.3,0.03,-3.24,0.21,-2.32,-0.5,0.66,-1.2,-1,-0.83
UFC FN,Randa Markos,Livia Renata Souza,Underdog,-1,0,-1.22,0.02,0.5,-0.02,1.42,0.17,-0.12,1.2,-5,-0.38
